rel.group,area,year,season,program,length,lendist
120,1,2008,2,JPTP,26,0
120,1,2008,2,JPTP,28,0
120,1,2008,2,JPTP,30,0
120,1,2008,2,JPTP,32,0
120,1,2008,2,JPTP,34,0
120,1,2008,2,JPTP,36,0
120,1,2008,2,JPTP,38,1.29437281864025
120,1,2008,2,JPTP,40,6.47186409320125
120,1,2008,2,JPTP,42,16.8268466423233
120,1,2008,2,JPTP,44,28.4762020100855
120,1,2008,2,JPTP,46,22.6515243262044
120,1,2008,2,JPTP,48,9.06060973048176
120,1,2008,2,JPTP,50,6.47186409320125
120,1,2008,2,JPTP,52,5.177491274561
120,1,2008,2,JPTP,54,3.23593204660063
120,1,2008,2,JPTP,56,1.29437281864025
120,1,2008,2,JPTP,58,0
120,1,2008,2,JPTP,60,0.647186409320125
120,1,2008,2,JPTP,62,0
120,1,2008,2,JPTP,64,0
120,1,2008,2,JPTP,66,0
120,1,2008,2,JPTP,68,0
120,1,2008,2,JPTP,70,0
120,1,2008,2,JPTP,72,0
120,1,2008,2,JPTP,74,0
120,1,2008,2,JPTP,76,0
120,1,2008,2,JPTP,78,0
120,1,2008,2,JPTP,80,0
120,1,2008,2,JPTP,82,0
120,1,2008,2,JPTP,84,0
120,1,2008,2,JPTP,86,0
120,1,2008,2,JPTP,88,0
120,1,2008,2,JPTP,90,0
120,1,2008,2,JPTP,92,0.647186409320125
120,1,2008,2,JPTP,94,0
120,1,2008,2,JPTP,96,0
120,1,2008,2,JPTP,98,0.647186409320125
120,1,2008,2,JPTP,100,0
120,1,2008,2,JPTP,102,0
120,1,2008,2,JPTP,104,0
120,1,2008,2,JPTP,106,0
120,1,2008,2,JPTP,108,0
120,1,2008,2,JPTP,110,0
120,1,2008,2,JPTP,112,0.647186409320125
120,1,2008,2,JPTP,114,0.647186409320125
120,1,2008,2,JPTP,116,0
120,1,2008,2,JPTP,118,0.647186409320125
120,1,2008,2,JPTP,120,0
120,1,2008,2,JPTP,122,0.647186409320125
120,1,2008,2,JPTP,124,0
120,1,2008,2,JPTP,126,0
120,1,2008,2,JPTP,128,0
120,1,2008,2,JPTP,130,0
120,1,2008,2,JPTP,132,0
120,1,2008,2,JPTP,134,0
120,1,2008,2,JPTP,136,0
120,1,2008,2,JPTP,138,0
120,1,2008,2,JPTP,140,0
120,1,2008,2,JPTP,142,0
120,1,2008,2,JPTP,144,0
120,1,2008,2,JPTP,146,0
120,1,2008,2,JPTP,148,0
120,1,2008,2,JPTP,150,0
120,1,2008,2,JPTP,152,0
120,1,2008,2,JPTP,154,0
120,1,2008,2,JPTP,156,0
120,1,2008,2,JPTP,158,0
120,1,2008,2,JPTP,160,0
120,1,2008,2,JPTP,162,0
120,1,2008,2,JPTP,164,0
120,1,2008,2,JPTP,166,0
120,1,2008,2,JPTP,168,0
120,1,2008,2,JPTP,170,0
120,1,2008,2,JPTP,172,0
120,1,2008,2,JPTP,174,0
120,1,2008,2,JPTP,176,0
120,1,2008,2,JPTP,178,0
120,1,2008,2,JPTP,180,0
120,1,2008,2,JPTP,182,0
120,1,2008,2,JPTP,184,0
120,1,2008,2,JPTP,186,0
120,1,2008,2,JPTP,188,0
120,1,2008,2,JPTP,190,0
120,1,2008,2,JPTP,192,0
120,1,2008,2,JPTP,194,0
120,1,2008,2,JPTP,196,0
120,1,2008,2,JPTP,198,0
121,1,2008,3,JPTP,10,0
121,1,2008,3,JPTP,12,0
121,1,2008,3,JPTP,14,0
121,1,2008,3,JPTP,16,0
121,1,2008,3,JPTP,18,0
121,1,2008,3,JPTP,20,0
121,1,2008,3,JPTP,22,0
121,1,2008,3,JPTP,24,0.564213792740622
121,1,2008,3,JPTP,26,1.69264137822187
121,1,2008,3,JPTP,28,2.25685517096249
121,1,2008,3,JPTP,30,4.51371034192498
121,1,2008,3,JPTP,32,23.6969792951061
